acc_date	doc_text	debit	credit
30.04.21	Приход (1601 от 30.04.2021)	-	39000.00
30.04.21	Приход (1609 от 30.04.2021)	-	39000.00
30.04.21	Приход (1612 от 30.04.2021)	-	39000.00
01.05.21	Приход (1826 от 01.05.2021)	-	37000.00
01.05.21	Приход (1832 от 01.05.2021)	-	150000.00
01.05.21	Приход (1835 от 01.05.2021)	-	37000.00
01.05.21	Приход (1841 от 01.05.2021)	-	55000.00
01.05.21	Приход (1855 от 01.05.2021)	-	37000.00
01.05.21	Приход (2458 от 01.05.2021)	-	37000.00
01.05.21	Приход (1925 от 01.05.2021)	-	37000.00
01.05.21	Приход (2058 от 01.05.2021)	-	50000.00
02.05.21	Приход (1808 от 02.05.2021)	-	37000.00
02.05.21	Приход (1819 от 02.05.2021)	-	37000.00
02.05.21	Приход (1821 от 02.05.2021)	-	37000.00
02.05.21	Приход (1822 от 02.05.2021)	-	37000.00
02.05.21	Приход (1850 от 02.05.2021)	-	37000.00
02.05.21	Приход (1876 от 02.05.2021)	-	75000.00
02.05.21	Приход (1906 от 02.05.2021)	-	37000.00
02.05.21	Приход (1692 от 02.05.2021)	-	37000.00
03.05.21	Приход (1598 от 03.05.2021)	-	39000.00
04.05.21	Приход (1815 от 04.05.2021)	-	39000.00
04.05.21	Приход (1818 от 04.05.2021)	-	39000.00
04.05.21	Приход (1844 от 04.05.2021)	-	37000.00
04.05.21	Приход (1857 от 04.05.2021)	-	39000.00
04.05.21	Приход (1993 от 04.05.2021)	-	75000.00
04.05.21	Приход (1995 от 04.05.2021)	-	39000.00
04.05.21	Приход (1902 от 04.05.2021)	-	39000.00
04.05.21	Приход (1903 от 04.05.2021)	-	39000.00
04.05.21	Приход (1597 от 04.05.2021)	-	39000.00
04.05.21	Приход (1682 от 04.05.2021)	-	39000.00
04.05.21	Приход (1708 от 04.05.2021)	-	39000.00
04.05.21	Приход (1711 от 04.05.2021)	-	75000.00
04.05.21	Приход (1712 от 04.05.2021)	-	39000.00
05.05.21	Приход (1809 от 05.05.2021)	-	75000.00
05.05.21	Приход (1679 от 05.05.2021)	-	39000.00
05.05.21	Приход (1701 от 05.05.2021)	-	75000.00
05.05.21	Приход (1706 от 05.05.2021)	-	75000.00
06.05.21	Приход (1811 от 06.05.2021)	-	37000.00
06.05.21	Приход (1851 от 06.05.2021)	-	37000.00
06.05.21	Приход (1990 от 06.05.2021)	-	145000.00
06.05.21	Приход (1991 от 06.05.2021)	-	37000.00
06.05.21	Приход (2022 от 06.05.2021)	-	37000.00
06.05.21	Приход (2071 от 06.05.2021)	-	37000.00
06.05.21	Приход (1906 от 06.05.2021)	-	37000.00
06.05.21	Приход (1678 от 06.05.2021)	-	39000.00
06.05.21	Приход (1681 от 06.05.2021)	-	90000.00
06.05.21	Приход (1683 от 06.05.2021)	-	52000.00
07.05.21	Приход (1842 от 07.05.2021)	-	37000.00
07.05.21	Приход (1843 от 07.05.2021)	-	37000.00
07.05.21	Приход (1848 от 07.05.2021)	-	37000.00
07.05.21	Приход (1853 от 07.05.2021)	-	37000.00
07.05.21	Приход (1951 от 07.05.2021)	-	37000.00
07.05.21	Приход (1680 от 07.05.2021)	-	37000.00
07.05.21	Приход (1700 от 07.05.2021)	-	39000.00
07.05.21	Приход (1702 от 07.05.2021)	-	37000.00
07.05.21	Приход (1703 от 07.05.2021)	-	75000.00
07.05.21	Приход (1704 от 07.05.2021)	-	37000.00
08.05.21	Приход (1810 от 08.05.2021)	-	37000.00
08.05.21	Приход (1816 от 08.05.2021)	-	37000.00
08.05.21	Приход (1823 от 08.05.2021)	-	37000.00
08.05.21	Приход (1922 от 08.05.2021)	-	37000.00
08.05.21	Приход (1950 от 08.05.2021)	-	37000.00
08.05.21	Приход (2013 от 08.05.2021)	-	37000.00
08.05.21	Приход (2024 от 08.05.2021)	-	37000.00
08.05.21	Приход (1910 от 08.05.2021)	-	37000.00
08.05.21	Приход (1684 от 08.05.2021)	-	37000.00
08.05.21	Приход (1685 от 08.05.2021)	-	37000.00
08.05.21	Приход (1705 от 08.05.2021)	-	37000.00
10.05.21	Приход (1924 от 10.05.2021)	-	37000.00
10.05.21	Приход (2075 от 10.05.2021)	-	37000.00
10.05.21	Приход (1920 от 10.05.2021)	-	37000.00
10.05.21	Приход (1696 от 10.05.2021)	-	75000.00
11.05.21	Приход (1946 от 11.05.2021)	-	37000.00
11.05.21	Приход (1947 от 11.05.2021)	-	37000.00
11.05.21	Приход (2031 от 11.05.2021)	-	37000.00
11.05.21	Приход (2073 от 11.05.2021)	-	37000.00
11.05.21	Приход (1909 от 11.05.2021)	-	37000.00
12.05.21	Приход (1958 от 12.05.2021)	-	8000.00
12.05.21	Приход (2002 от 12.05.2021)	-	75492.60
12.05.21	Приход (2011 от 12.05.2021)	-	37000.00
12.05.21	Приход (2015 от 12.05.2021)	-	37000.00
12.05.21	Приход (1907 от 12.05.2021)	-	37000.00
12.05.21	Приход (1913 от 12.05.2021)	-	37000.00
13.05.21	Приход (1923 от 13.05.2021)	-	37000.00
13.05.21	Приход (1948 от 13.05.2021)	-	37000.00
13.05.21	Приход (1959 от 13.05.2021)	-	39000.00
13.05.21	Приход (2023 от 13.05.2021)	-	37000.00
13.05.21	Приход (2061 от 13.05.2021)	-	37000.00
13.05.21	Приход (1911 от 13.05.2021)	-	37000.00
13.05.21	Приход (1912 от 13.05.2021)	-	37000.00
13.05.21	Приход (2069 от 13.05.2021)	-	37000.00
14.05.21	Оплата (3214 от 14.05.2021)	759000.00	-
14.05.21	Оплата (3203 от 14.05.2021)	635000.00	-
14.05.21	Оплата (3213 от 14.05.2021)	692000.00	-
14.05.21	Приход (1949 от 14.05.2021)	-	37000.00
14.05.21	Приход (2008 от 14.05.2021)	-	150000.00
14.05.21	Приход (2052 от 14.05.2021)	-	39000.00
14.05.21	Приход (2053 от 14.05.2021)	-	39000.00
14.05.21	Приход (2063 от 14.05.2021)	-	39000.00
14.05.21	Приход (1918 от 14.05.2021)	-	39000.00
14.05.21	Приход (2668 от 14.05.2021)	-	55000.00
15.05.21	Приход (1954 от 15.05.2021)	-	37000.00
15.05.21	Приход (1955 от 15.05.2021)	-	37000.00
15.05.21	Приход (1956 от 15.05.2021)	-	39000.00
15.05.21	Приход (1957 от 15.05.2021)	-	39000.00
15.05.21	Приход (2010 от 15.05.2021)	-	37000.00
15.05.21	Приход (2016 от 15.05.2021)	-	37000.00
15.05.21	Приход (2028 от 15.05.2021)	-	37000.00
15.05.21	Приход (2056 от 15.05.2021)	-	37000.00
15.05.21	Приход (2074 от 15.05.2021)	-	37000.00
15.05.21	Приход (1914 от 15.05.2021)	-	37000.00
15.05.21	Приход (1915 от 15.05.2021)	-	39000.00
15.05.21	Приход (1916 от 15.05.2021)	-	39000.00
15.05.21	Приход (1917 от 15.05.2021)	-	39000.00
15.05.21	Приход (1919 от 15.05.2021)	-	39000.00
16.05.21	Приход (1786 от 16.05.2021)	-	37000.00
16.05.21	Приход (1797 от 16.05.2021)	-	39000.00
16.05.21	Приход (1807 от 16.05.2021)	-	39000.00
16.05.21	Приход (1953 от 16.05.2021)	-	37000.00
16.05.21	Приход (2019 от 16.05.2021)	-	50000.00
16.05.21	Приход (2020 от 16.05.2021)	-	37000.00
16.05.21	Приход (2035 от 16.05.2021)	-	37000.00
16.05.21	Приход (1905 от 16.05.2021)	-	80000.00
17.05.21	Приход (1784 от 17.05.2021)	-	15000.00
17.05.21	Приход (1794 от 17.05.2021)	-	39000.00
17.05.21	Приход (1801 от 17.05.2021)	-	15000.00
17.05.21	Приход (1806 от 17.05.2021)	-	39000.00
18.05.21	Приход (2259 от 18.05.2021)	-	37000.00
18.05.21	Приход (1789 от 18.05.2021)	-	39000.00
18.05.21	Приход (1828 от 18.05.2021)	-	75000.00
18.05.21	Приход (1833 от 18.05.2021)	-	42000.00
18.05.21	Приход (1774 от 18.05.2021)	-	20000.00
18.05.21	Приход (1778 от 18.05.2021)	-	39000.00
18.05.21	Приход (1780 от 18.05.2021)	-	39000.00
18.05.21	Приход (2030 от 18.05.2021)	-	39000.00
18.05.21	Приход (2067 от 18.05.2021)	-	78000.00
18.05.21	Приход (2072 от 18.05.2021)	-	37000.00
18.05.21	Приход (2086 от 18.05.2021)	-	39000.00
18.05.21	Оплата (3319 от 18.05.2021)	858000.00	-
18.05.21	Оплата (3316 от 18.05.2021)	761000.00	-
18.05.21	Оплата (3318 от 18.05.2021)	776000.00	-
19.05.21	Приход (1775 от 19.05.2021)	-	39000.00
19.05.21	Приход (1776 от 19.05.2021)	-	39000.00
19.05.21	Приход (1779 от 19.05.2021)	-	35000.00
19.05.21	Приход (2080 от 19.05.2021)	-	39000.00
19.05.21	Приход (2087 от 19.05.2021)	-	39000.00
19.05.21	Приход (2163 от 19.05.2021)	-	39000.00
19.05.21	Приход (1904 от 19.05.2021)	-	80000.00
20.05.21	Приход (2006 от 20.05.2021)	-	39000.00
20.05.21	Приход (2007 от 20.05.2021)	-	39000.00
20.05.21	Приход (2025 от 20.05.2021)	-	37000.00
20.05.21	Приход (2054 от 20.05.2021)	-	37000.00
20.05.21	Приход (2082 от 20.05.2021)	-	39000.00
20.05.21	Приход (2084 от 20.05.2021)	-	80000.00
21.05.21	Оплата (3411 от 21.05.2021)	605000.00	-
21.05.21	Приход (1829 от 21.05.2021)	-	75000.00
21.05.21	Приход (1944 от 21.05.2021)	-	80000.00
21.05.21	Приход (2004 от 21.05.2021)	-	39000.00
21.05.21	Приход (2070 от 21.05.2021)	-	50000.00
21.05.21	Приход (2161 от 21.05.2021)	-	50000.00
24.05.21	Приход (2076 от 24.05.2021)	-	80000.00
24.05.21	Приход (2083 от 24.05.2021)	-	80000.00
24.05.21	Приход (2085 от 24.05.2021)	-	39000.00
24.05.21	Приход (2088 от 24.05.2021)	-	39000.00
24.05.21	Приход (2089 от 24.05.2021)	-	39000.00
25.05.21	Приход (2164 от 25.05.2021)	-	39000.00
26.05.21	Приход (2079 от 26.05.2021)	-	37000.00
26.05.21	Приход (2160 от 26.05.2021)	-	145000.00
27.05.21	Оплата (3563 от 27.05.2021)	794000.00	-
27.05.21	Оплата (3562 от 27.05.2021)	596000.00	-
27.05.21	Приход (2081 от 27.05.2021)	-	39000.00
27.05.21	Приход (2154 от 27.05.2021)	-	75000.00
27.05.21	Приход (2157 от 27.05.2021)	-	145000.00
28.05.21	Приход (2168 от 28.05.2021)	-	80000.00
29.05.21	Приход (2077 от 29.05.2021)	-	37000.00
29.05.21	Приход (2190 от 29.05.2021)	-	50000.00
03.06.21	Оплата (3711 от 03.06.2021)	538000.00	-
03.06.21	Оплата (3709 от 03.06.2021)	696000.00	-
03.06.21	Оплата (3710 от 03.06.2021)	755000.00	-
03.06.21	Приход (2265 от 03.06.2021)	-	39000.00
03.06.21	Приход (2091 от 03.06.2021)	-	39000.00
03.06.21	Приход (2092 от 03.06.2021)	-	39000.00
03.06.21	Приход (2153 от 03.06.2021)	-	39000.00
03.06.21	Приход (2156 от 03.06.2021)	-	39000.00
04.06.21	Приход (2187 от 04.06.2021)	-	37000.00
04.06.21	Приход (2262 от 04.06.2021)	-	39000.00
04.06.21	Приход (2264 от 04.06.2021)	-	39000.00
04.06.21	Приход (2093 от 04.06.2021)	-	39000.00
04.06.21	Приход (2095 от 04.06.2021)	-	75000.00
04.06.21	Приход (2165 от 04.06.2021)	-	39000.00
07.06.21	Приход (2252 от 07.06.2021)	-	39000.00
07.06.21	Приход (2253 от 07.06.2021)	-	39000.00
07.06.21	Приход (2254 от 07.06.2021)	-	39000.00
07.06.21	Приход (2255 от 07.06.2021)	-	39000.00
07.06.21	Приход (2462 от 07.06.2021)	-	39000.00
07.06.21	Приход (2151 от 07.06.2021)	-	75000.00
08.06.21	Оплата (3806 от 08.06.2021)	872000.00	-
08.06.21	Оплата (3805 от 08.06.2021)	835000.00	-
08.06.21	Оплата (3803 от 08.06.2021)	844100.00	-
08.06.21	Приход (2261 от 08.06.2021)	-	39000.00
08.06.21	Приход (2449 от 08.06.2021)	-	39000.00
08.06.21	Приход (2189 от 08.06.2021)	-	39000.00
08.06.21	Приход (2338 от 08.06.2021)	-	39000.00
09.06.21	Приход (2257 от 09.06.2021)	-	37000.00
09.06.21	Приход (2343 от 09.06.2021)	-	37000.00
10.06.21	Приход (2150 от 10.06.2021)	-	145000.00
11.06.21	Оплата (3962 от 11.06.2021)	570000.00	-
11.06.21	Оплата (3963 от 11.06.2021)	862492.60	-
11.06.21	Приход (2256 от 11.06.2021)	-	75127.20
11.06.21	Приход (2271 от 11.06.2021)	-	37000.00
11.06.21	Приход (2152 от 11.06.2021)	-	15000.00
12.06.21	Приход (2270 от 12.06.2021)	-	37000.00
12.06.21	Приход (2349 от 12.06.2021)	-	37000.00
13.06.21	Приход (2260 от 13.06.2021)	-	37000.00
13.06.21	Приход (2267 от 13.06.2021)	-	37000.00
13.06.21	Приход (2268 от 13.06.2021)	-	37000.00
13.06.21	Приход (2269 от 13.06.2021)	-	37000.00
13.06.21	Приход (2272 от 13.06.2021)	-	37000.00
13.06.21	Приход (2455 от 13.06.2021)	-	37000.00
14.06.21	Приход (2266 от 14.06.2021)	-	37000.00
14.06.21	Приход (2434 от 14.06.2021)	-	37000.00
14.06.21	Приход (2340 от 14.06.2021)	-	37000.00
15.06.21	Приход (2273 от 15.06.2021)	-	37000.00
15.06.21	Приход (2463 от 15.06.2021)	-	37000.00
15.06.21	Приход (2341 от 15.06.2021)	-	37000.00
16.06.21	Приход (2274 от 16.06.2021)	-	37000.00
16.06.21	Приход (2344 от 16.06.2021)	-	37000.00
17.06.21	Приход (2275 от 17.06.2021)	-	37000.00
17.06.21	Приход (2276 от 17.06.2021)	-	37000.00
17.06.21	Приход (2456 от 17.06.2021)	-	35000.00
17.06.21	Приход (2350 от 17.06.2021)	-	37000.00
18.06.21	Оплата (4104 от 18.06.2021)	628000.00	-
18.06.21	Оплата (4103 от 18.06.2021)	585000.00	-
18.06.21	Приход (2334 от 18.06.2021)	-	80000.00
18.06.21	Приход (2335 от 18.06.2021)	-	37000.00
18.06.21	Приход (2346 от 18.06.2021)	-	37000.00
18.06.21	Приход (2351 от 18.06.2021)	-	37000.00
18.06.21	Приход (2352 от 18.06.2021)	-	37000.00
19.06.21	Приход (2336 от 19.06.2021)	-	37000.00
19.06.21	Приход (2354 от 19.06.2021)	-	37000.00
20.06.21	Приход (2432 от 20.06.2021)	-	37000.00
20.06.21	Приход (2433 от 20.06.2021)	-	37000.00
20.06.21	Приход (2454 от 20.06.2021)	-	37000.00
21.06.21	Приход (2345 от 21.06.2021)	-	37000.00
21.06.21	Приход (2348 от 21.06.2021)	-	37000.00
21.06.21	Приход (2355 от 21.06.2021)	-	37000.00
22.06.21	Приход (2428 от 22.06.2021)	-	37000.00
22.06.21	Приход (2429 от 22.06.2021)	-	37000.00
23.06.21	Приход (2426 от 23.06.2021)	-	37000.00
23.06.21	Приход (2427 от 23.06.2021)	-	37000.00
23.06.21	Приход (2453 от 23.06.2021)	-	37000.00
24.06.21	Приход (2424 от 24.06.2021)	-	37000.00
24.06.21	Приход (2425 от 24.06.2021)	-	37000.00
25.06.21	Оплата (4278 от 25.06.2021)	923000.00	-
25.06.21	Приход (2461 от 25.06.2021)	-	37000.00
25.06.21	Приход (2337 от 25.06.2021)	-	37000.00
26.06.21	Приход (2451 от 26.06.2021)	-	37000.00
26.06.21	Приход (2444 от 27.06.2021)	-	37000.00
27.06.21	Приход (2466 от 27.06.2021)	-	37000.00
27.06.21	Приход (2467 от 27.06.2021)	-	37000.00
28.06.21	Оплата (4304 от 28.06.2021)	192000.00	-
28.06.21	Приход (2258 от 28.06.2021)	-	37000.00
28.06.21	Приход (2436 от 28.06.2021)	-	37000.00
29.06.21	Приход (2450 от 29.06.2021)	-	37000.00
29.06.21	Приход (2452 от 29.06.2021)	-	37000.00
30.06.21	Приход (2446 от 30.06.2021)	-	37000.00
30.06.21	Приход (2447 от 30.06.2021)	-	37000.00
01.07.21	Приход (2481 от 01.07.2021)	-	37000.00
05.07.21	Приход (2480 от 05.07.2021)	-	8000.00
08.07.21	Оплата (4512 от 08.07.2021)	485000.00	-
08.07.21	Оплата (4501 от 08.07.2021)	663127.20	-
08.07.21	Приход (2479 от 08.07.2021)	-	8000.00
11.07.21	Приход (2474 от 11.07.2021)	-	75000.00
11.07.21	Приход (2476 от 11.07.2021)	-	75000.00
12.07.21	Приход (2472 от 12.07.2021)	-	75000.00
12.07.21	Приход (2482 от 12.07.2021)	-	8000.00
13.07.21	Приход (2473 от 13.07.2021)	-	15000.00
13.07.21	Приход (2475 от 13.07.2021)	-	75000.00
14.07.21	Оплата (4674 от 14.07.2021)	711000.00	-
15.07.21	Приход (2601 от 15.07.2021)	-	37000.00
15.07.21	Приход (2602 от 15.07.2021)	-	39000.00
15.07.21	Приход (2616 от 15.07.2021)	-	39000.00
16.07.21	Приход (2468 от 16.07.2021)	-	8000.00
16.07.21	Приход (2606 от 16.07.2021)	-	39000.00
16.07.21	Приход (2495 от 16.07.2021)	-	75000.00
17.07.21	Приход (2609 от 17.07.2021)	-	37000.00
17.07.21	Приход (2618 от 17.07.2021)	-	37000.00
19.07.21	Приход (2470 от 19.07.2021)	-	8000.00
19.07.21	Приход (2619 от 19.07.2021)	-	39000.00
20.07.21	Приход (2607 от 20.07.2021)	-	37000.00
20.07.21	Приход (2614 от 20.07.2021)	-	80000.00
21.07.21	Приход (2597 от 21.07.2021)	-	37000.00
21.07.21	Приход (2608 от 21.07.2021)	-	37000.00
23.07.21	Приход (2594 от 23.07.2021)	-	37000.00
23.07.21	Приход (2595 от 23.07.2021)	-	39000.00
23.07.21	Приход (2605 от 23.07.2021)	-	37000.00
24.07.21	Приход (2611 от 24.07.2021)	-	37000.00
24.07.21	Приход (2620 от 24.07.2021)	-	37000.00
25.07.21	Приход (2598 от 25.07.2021)	-	37000.00
25.07.21	Приход (2610 от 25.07.2021)	-	35000.00
25.07.21	Приход (2612 от 25.07.2021)	-	35000.00
26.07.21	Приход (2613 от 26.07.2021)	-	37000.00
26.07.21	Приход (2623 от 26.07.2021)	-	37000.00
26.07.21	Приход (2624 от 26.07.2021)	-	37000.00
26.07.21	Приход (2626 от 26.07.2021)	-	37000.00
27.07.21	Приход (2593 от 27.07.2021)	-	37000.00
27.07.21	Приход (2599 от 27.07.2021)	-	37000.00
27.07.21	Приход (2625 от 27.07.2021)	-	37000.00
27.07.21	Приход (2627 от 27.07.2021)	-	37000.00
27.07.21	Приход (2656 от 27.07.2021)	-	37000.00
27.07.21	Приход (2657 от 27.07.2021)	-	37000.00
28.07.21	Приход (2621 от 28.07.2021)	-	8000.00
28.07.21	Приход (2622 от 28.07.2021)	-	8000.00
28.07.21	Приход (2628 от 28.07.2021)	-	8000.00
28.07.21	Приход (2629 от 28.07.2021)	-	6000.00
28.07.21	Приход (2666 от 28.07.2021)	-	37000.00
28.07.21	Приход (2667 от 28.07.2021)	-	37000.00
29.07.21	Приход (2630 от 29.07.2021)	-	8000.00
29.07.21	Приход (2632 от 29.07.2021)	-	8000.00
29.07.21	Приход (2596 от 30.07.2021)	-	37000.00
30.07.21	Приход (2658 от 30.07.2021)	-	37000.00
30.07.21	Приход (2664 от 30.07.2021)	-	37000.00
30.07.21	Приход (2665 от 30.07.2021)	-	37000.00
31.07.21	Приход (2631 от 31.07.2021)	-	50000.00
02.08.21	Приход (2592 от 02.08.2021)	-	85000.00
02.08.21	Приход (2600 от 02.08.2021)	-	80000.00
03.08.21	Оплата (5049 от 03.08.2021)	574000.00	-
03.08.21	Оплата (5047 от 03.08.2021)	555000.00	-
03.08.21	Приход (2659 от 03.08.2021)	-	85000.00
04.08.21	Приход (2660 от 04.08.2021)	-	50000.00
05.08.21	Приход (2661 от 05.08.2021)	-	75000.00
06.08.21	Приход (2663 от 06.08.2021)	-	76000.00
06.08.21	Приход (2749 от 05.08.2021)	-	90000.00
06.08.21	Приход (2794 от 06.08.2021)	-	39000.00
06.08.21	Приход (2795 от 07.08.2021)	-	37000.00
06.08.21	Приход (2744 от 06.08.2021)	-	34298.00
07.08.21	Приход (2747 от 07.08.2021)	-	37000.00
09.08.21	Приход (2655 от 09.08.2021)	-	75000.00
09.08.21	Приход (2671 от 09.08.2021)	-	85000.00
09.08.21	Приход (2752 от 09.08.2021)	-	85000.00
09.08.21	Приход (2967 от 09.08.2021)	-	37000.00
10.08.21	Приход (2796 от 10.08.2021)	-	17000.00
10.08.21	Приход (2797 от 10.08.2021)	-	39000.00
10.08.21	Приход (2654 от 10.08.2021)	-	80000.00
10.08.21	Приход (2751 от 10.08.2021)	-	80000.00
11.08.21	Приход (2748 от 11.08.2021)	-	85000.00
11.08.21	Приход (2917 от 11.08.2021)	-	39000.00
11.08.21	Приход (2952 от 11.08.2021)	-	43366.00
12.08.21	Приход (2806 от 12.08.2021)	-	37000.00
12.08.21	Приход (2807 от 12.08.2021)	-	35000.00
12.08.21	Приход (2808 от 12.08.2021)	-	42000.00
12.08.21	Приход (2809 от 12.08.2021)	-	39000.00
13.08.21	Приход (2800 от 13.08.2021)	-	39000.00
13.08.21	Приход (2801 от 13.08.2021)	-	35000.00
13.08.21	Приход (2803 от 13.08.2021)	-	35000.00
13.08.21	Приход (2753 от 13.08.2021)	-	17000.00
13.08.21	Приход (2754 от 13.08.2021)	-	8000.00
13.08.21	Приход (2757 от 13.08.2021)	-	37000.00
13.08.21	Приход (2756 от 13.08.2021)	-	80000.00
13.08.21	Приход (2894 от 13.08.2021)	-	39000.00
13.08.21	Приход (2910 от 13.08.2021)	-	35000.00
13.08.21	Приход (2924 от 13.08.2021)	-	37000.00
13.08.21	Приход (2926 от 13.08.2021)	-	39000.00
13.08.21	Приход (2927 от 13.08.2021)	-	37000.00
13.08.21	Приход (2928 от 13.08.2021)	-	36000.00
14.08.21	Приход (2804 от 14.08.2021)	-	37000.00
14.08.21	Приход (2810 от 14.08.2021)	-	37000.00
14.08.21	Приход (2811 от 14.08.2021)	-	37000.00
14.08.21	Приход (2756 от 14.08.2021)	-	35000.00
14.08.21	Приход (2901 от 14.08.2021)	-	37000.00
14.08.21	Приход (2902 от 14.08.2021)	-	37000.00
14.08.21	Приход (2932 от 14.08.2021)	-	145000.00
15.08.21	Приход (2798 от 15.08.2021)	-	37000.00
15.08.21	Приход (2750 от 15.08.2021)	-	37000.00
15.08.21	Приход (2900 от 15.08.2021)	-	37000.00
16.08.21	Приход (2785 от 16.08.2021)	-	85000.00
16.08.21	Приход (2787 от 16.08.2021)	-	85000.00
16.08.21	Приход (2799 от 16.08.2021)	-	39000.00
16.08.21	Приход (2895 от 16.08.2021)	-	39000.00
16.08.21	Приход (2899 от 16.08.2021)	-	37000.00
17.08.21	Приход (2786 от 17.08.2021)	-	80000.00
17.08.21	Приход (2788 от 17.08.2021)	-	85000.00
17.08.21	Приход (2920 от 17.08.2021)	-	85000.00
18.08.21	Оплата (5408 от 18.08.2021)	559000.00	-
18.08.21	Оплата (5409 от 18.08.2021)	539000.00	-
18.08.21	Оплата (5389 от 18.08.2021)	396000.00	-
18.08.21	Приход (2789 от 18.08.2021)	-	80000.00
18.08.21	Приход (2790 от 19.08.2021)	-	80000.00
18.08.21	Приход (2791 от 20.08.2021)	-	75000.00
19.08.21	Приход (2827 от 19.08.2021)	-	240000.00
19.08.21	Приход (2897 от 19.08.2021)	-	37000.00
19.08.21	Приход (2908 от 19.08.2021)	-	39000.00
19.08.21	Приход (2909 от 19.08.2021)	-	37000.00
19.08.21	Приход (2912 от 19.08.2021)	-	75134.40
19.08.21	Приход (2930 от 19.08.2021)	-	37000.00
20.08.21	Приход (2792 от 20.08.2021)	-	35000.00
20.08.21	Приход (2813 от 20.08.2021)	-	8000.00
20.08.21	Приход (2814 от 20.08.2021)	-	8000.00
20.08.21	Приход (2815 от 20.08.2021)	-	8000.00
20.08.21	Приход (2816 от 20.08.2021)	-	80000.00
20.08.21	Приход (2905 от 20.08.2021)	-	37000.00
20.08.21	Приход (2913 от 20.08.2021)	-	37000.00
20.08.21	Приход (2914 от 20.08.2021)	-	37000.00
20.08.21	Приход (2915 от 20.08.2021)	-	37000.00
20.08.21	Приход (2916 от 20.08.2021)	-	37000.00
22.08.21	Приход (2793 от 22.08.2021)	-	75000.00
22.08.21	Приход (2817 от 22.08.2021)	-	78000.00
23.08.21	Приход (2812 от 23.08.2021)	-	8000.00
23.08.21	Приход (2828 от 23.08.2021)	-	8000.00
23.08.21	Приход (2829 от 23.08.2021)	-	8000.00
23.08.21	Приход (2830 от 23.08.2021)	-	90000.00
23.08.21	Приход (2940 от 23.08.2021)	-	145000.00
23.08.21	Приход (2951 от 23.08.2021)	-	85000.00
23.08.21	Приход (2961 от 23.08.2021)	-	39000.00
23.08.21	Приход (2968 от 23.08.2021)	-	37000.00
24.08.21	Оплата (5505 от 24.08.2021)	876000.00	-
24.08.21	Приход (2831 от 24.08.2021)	-	37000.00
24.08.21	Приход (2832 от 24.08.2021)	-	80000.00
24.08.21	Приход (2982 от 24.08.2021)	-	37000.00
24.08.21	Приход (2893 от 24.08.2021)	-	240000.00
24.08.21	Приход (2907 от 24.08.2021)	-	40000.00
24.08.21	Приход (2933 от 24.08.2021)	-	8000.00
24.08.21	Приход (2935 от 24.08.2021)	-	8000.00
24.08.21	Приход (2936 от 24.08.2021)	-	8000.00
24.08.21	Приход (2938 от 24.08.2021)	-	75000.00
24.08.21	Приход (2939 от 24.08.2021)	-	75000.00
24.08.21	Приход (2949 от 24.08.2021)	-	240000.00
24.08.21	Приход (2950 от 24.08.2021)	-	85000.00
24.08.21	Приход (2956 от 24.08.2021)	-	37000.00
25.08.21	Приход (2918 от 25.08.2021)	-	150000.00
26.08.21	Приход (3166 от 26.08.2021)	-	150000.00
26.08.21	Приход (3045 от 26.08.2021)	-	39000.00
26.08.21	Приход (2984 от 26.08.2021)	-	37000.00
26.08.21	Приход (2959 от 26.08.2021)	-	37000.00
26.08.21	Приход (2960 от 26.08.2021)	-	39000.00
26.08.21	Приход (2962 от 26.08.2021)	-	39000.00
26.08.21	Приход (2966 от 26.08.2021)	-	37000.00
26.08.21	Приход (2969 от 26.08.2021)	-	37000.00
26.08.21	Приход (2963 от 26.08.2021)	-	37000.00
26.08.21	Приход (2972 от 26.08.2021)	-	39000.00
26.08.21	Приход (2973 от 26.08.2021)	-	37000.00
27.08.21	Оплата (5640 от 27.08.2021)	608298.00	-
27.08.21	Приход (2944 от 27.08.2021)	-	8000.00
27.08.21	Приход (2946 от 27.08.2021)	-	8000.00
27.08.21	Приход (2947 от 27.08.2021)	-	37000.00
27.08.21	Приход (2954 от 27.08.2021)	-	37000.00
27.08.21	Приход (2974 от 27.08.2021)	-	37000.00
27.08.21	Приход (2976 от 27.08.2021)	-	155000.00
28.08.21	Приход (3041 от 28.08.2021)	-	39000.00
28.08.21	Приход (2988 от 28.08.2021)	-	39000.00
28.08.21	Приход (2989 от 28.08.2021)	-	39000.00
28.08.21	Приход (2931 от 28.08.2021)	-	150000.00
28.08.21	Приход (2957 от 28.08.2021)	-	37000.00
28.08.21	Приход (2963 от 28.08.2021)	-	37000.00
28.08.21	Приход (2972 от 28.08.2021)	-	39000.00
28.08.21	Приход (2973 от 28.08.2021)	-	37000.00
29.08.21	Приход (3083 от 29.08.2021)	-	39000.00
29.08.21	Приход (3043 от 29.08.2021)	-	37000.00
29.08.21	Приход (3046 от 29.08.2021)	-	150000.00
29.08.21	Приход (2999 от 29.08.2021)	-	39000.00
29.08.21	Приход (2955 от 29.08.2021)	-	39000.00
29.08.21	Приход (2887 от 29.08.2021)	-	150000.00
29.08.21	Приход (2964 от 29.08.2021)	-	39000.00
30.08.21	Приход (2690 от 30.08.2021)	-	85000.00
30.08.21	Приход (2922 от 30.08.2021)	-	80000.00
